AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-3031,Financial Managers,detailed,8350,0.3,0.17,26,79.19,164720,0.4,44.62,51.12,65.72,89.57,,92810,106330,136700,186300,,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-3050,Industrial Production Managers,broad,140,3.1,0.00,1,51.54,107200,0.5,38.36,44.63,48.29,51.91,73.15,79780,92830,100450,107980,152160,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-3051,Industrial Production Managers,detailed,140,3.1,0.00,1,51.54,107200,0.5,38.36,44.63,48.29,51.91,73.15,79780,92830,100450,107980,152160,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-3060,Purchasing Managers,broad,150,1.9,0.04,4,54.92,114240,0.6,32.21,39.68,50.57,62.31,82.04,66990,82540,105190,129610,170640,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-3060,Purchasing Managers,broad,310,0.6,0.05,15,53.36,110980,0.4,30.84,37.53,48.55,64.02,78.69,64150,78070,100990,133170,163670,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-3060,Purchasing Managers,broad,1330,0.8,0.03,7,56.18,116840,0.3,33.60,42.12,51.05,64.01,81.74,69890,87620,106170,133140,170010,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-3061,Purchasing Managers,detailed,150,1.9,0.04,4,54.92,114240,0.6,32.21,39.68,50.57,62.31,82.04,66990,82540,105190,129610,170640,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-3061,Purchasing Managers,detailed,310,0.6,0.05,15,53.36,110980,0.4,30.84,37.53,48.55,64.02,78.69,64150,78070,100990,133170,163670,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-3061,Purchasing Managers,detailed,1330,0.8,0.03,7,56.18,116840,0.3,33.60,42.12,51.05,64.01,81.74,69890,87620,106170,133140,170010,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-3070,"Transportation, Storage, and Distribution Managers",broad,70,0.4,0.02,3,53.40,111080,1.2,30.05,34.81,48.05,67.25,82.23,62500,72410,99940,139880,171040,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-3070,"Transportation, Storage, and Distribution Managers",broad,110,5.0,0.02,6,49.05,102020,1.2,32.18,38.28,44.04,52.23,73.03,66940,79610,91600,108630,151910,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-3070,"Transportation, Storage, and Distribution Managers",broad,760,0.4,0.02,4,55.51,115450,0.4,32.12,39.81,50.08,64.80,83.40,66810,82790,104170,134780,173470,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-3071,"Transportation, Storage, and Distribution Managers",detailed,70,0.4,0.02,3,53.40,111080,1.2,30.05,34.81,48.05,67.25,82.23,62500,72410,99940,139880,171040,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-3071,"Transportation, Storage, and Distribution Managers",detailed,110,5.0,0.02,6,49.05,102020,1.2,32.18,38.28,44.04,52.23,73.03,66940,79610,91600,108630,151910,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-3071,"Transportation, Storage, and Distribution Managers",detailed,760,0.4,0.02,4,55.51,115450,0.4,32.12,39.81,50.08,64.80,83.40,66810,82790,104170,134780,173470,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-3110,Compensation and Benefits Managers,broad,50,7.5,0.01,3,59.72,124210,0.8,40.50,46.89,57.64,70.42,86.07,84240,97540,119900,146470,179030,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-3110,Compensation and Benefits Managers,broad,510,2.2,0.01,3,67.23,139840,0.5,45.47,52.24,63.81,80.14,92.53,94580,108650,132720,166690,192470,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-3111,Compensation and Benefits Managers,detailed,50,7.5,0.01,3,59.72,124210,0.8,40.50,46.89,57.64,70.42,86.07,84240,97540,119900,146470,179030,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-3111,Compensation and Benefits Managers,detailed,510,2.2,0.01,3,67.23,139840,0.5,45.47,52.24,63.81,80.14,92.53,94580,108650,132720,166690,192470,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-3120,Human Resources Managers,broad,330,2.3,0.08,10,65.07,135350,1.3,36.95,42.34,58.57,73.25,109.57,76860,88060,121820,152370,227910,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-3120,Human Resources Managers,broad,680,0.4,0.10,30,63.62,132330,0.3,36.14,45.87,55.62,75.49,101.17,75160,95400,115690,157020,210440,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-3120,Human Resources Managers,broad,4300,0.4,0.09,20,68.67,142830,0.3,39.31,49.11,62.10,79.40,104.18,81760,102140,129170,165150,216700,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-3121,Human Resources Managers,detailed,330,2.3,0.08,10,65.07,135350,1.3,36.95,42.34,58.57,73.25,109.57,76860,88060,121820,152370,227910,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-3121,Human Resources Managers,detailed,680,0.4,0.10,30,63.62,132330,0.3,36.14,45.87,55.62,75.49,101.17,75160,95400,115690,157020,210440,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-3121,Human Resources Managers,detailed,4300,0.4,0.09,20,68.67,142830,0.3,39.31,49.11,62.10,79.40,104.18,81760,102140,129170,165150,216700,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-3130,Training and Development Managers,broad,110,3.0,0.03,4,58.47,121620,0.6,38.04,40.63,57.19,63.92,84.88,79120,84500,118960,132950,176560,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-3130,Training and Development Managers,broad,160,1.1,0.02,7,58.30,121250,0.5,38.69,45.80,53.50,63.34,83.72,80480,95270,111280,131740,174140,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-3130,Training and Development Managers,broad,1320,0.7,0.03,7,65.43,136080,0.3,38.60,48.46,60.61,77.98,96.18,80290,100790,126060,162200,200060,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-3131,Training and Development Managers,detailed,110,3.0,0.03,4,58.47,121620,0.6,38.04,40.63,57.19,63.92,84.88,79120,84500,118960,132950,176560,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-3131,Training and Development Managers,detailed,160,1.1,0.02,7,58.30,121250,0.5,38.69,45.80,53.50,63.34,83.72,80480,95270,111280,131740,174140,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-3131,Training and Development Managers,detailed,1320,0.7,0.03,7,65.43,136080,0.3,38.60,48.46,60.61,77.98,96.18,80290,100790,126060,162200,200060,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-9000,Other Management Occupations,minor,12800,0.1,3.21,52,63.23,131520,0.5,36.86,40.37,51.41,78.00,101.45,76680,83970,106920,162240,211010,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-9000,Other Management Occupations,minor,21070,0.0,3.15,83,61.12,127140,0.3,36.79,41.05,50.69,66.77,97.62,76520,85390,105440,138870,203050,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9000,Other Management Occupations,minor,142460,0.0,2.83,63,66.08,137440,0.3,37.97,47.66,59.62,77.41,100.84,78980,99130,124010,161020,209750,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-9020,Construction Managers,broad,70,1.9,0.02,2,60.33,125490,0.8,39.03,46.67,53.52,62.71,86.04,81190,97060,111320,130450,178960,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-9020,Construction Managers,broad,60,3.6,0.01,3,64.86,134920,0.9,37.19,48.07,57.24,82.40,93.15,77340,99980,119060,171400,193750,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9020,Construction Managers,broad,510,1.1,0.01,3,67.66,140720,0.3,39.43,47.03,61.54,78.92,100.20,82000,97820,128000,164150,208420,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-9021,Construction Managers,detailed,70,1.9,0.02,2,60.33,125490,0.8,39.03,46.67,53.52,62.71,86.04,81190,97060,111320,130450,178960,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-9021,Construction Managers,detailed,60,3.6,0.01,3,64.86,134920,0.9,37.19,48.07,57.24,82.40,93.15,77340,99980,119060,171400,193750,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9021,Construction Managers,detailed,510,1.1,0.01,3,67.66,140720,0.3,39.43,47.03,61.54,78.92,100.20,82000,97820,128000,164150,208420,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-9030,Education and Childcare Administrators,broad,320,0.4,0.08,2,87.61,182220,1.0,29.70,41.03,62.87,108.06,,61770,85340,130760,224760,,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-9030,Education and Childcare Administrators,broad,60,2.3,0.01,3,49.98,103960,2.4,23.89,30.39,46.29,61.25,72.94,49680,63200,96270,127410,151700,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9030,Education and Childcare Administrators,broad,1060,0.6,0.02,4,64.14,133400,0.5,28.84,37.87,51.60,76.60,,60000,78770,107320,159330,,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,100,0.3,0.00,1,37.69,78400,2.0,26.73,30.91,37.76,43.86,49.87,55600,64300,78540,91230,103720,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,40,2.2,0.00,,,117700,4.4,,,,,,62670,78210,96480,138620,211380,TRUE,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-9033,"Education Administrators, Postsecondary",detailed,290,0.1,0.07,1,91.52,190370,1.1,31.38,47.45,80.63,108.67,,65280,98700,167720,226040,,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9033,"Education Administrators, Postsecondary",detailed,410,0.4,0.01,1,72.36,150520,0.9,36.65,44.97,59.96,81.72,,76220,93530,124720,169980,,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9039,"Education Administrators, All Other",detailed,510,1.3,0.01,2,63.33,131730,0.7,28.81,37.75,52.68,74.01,111.65,59930,78510,109580,153940,232240,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9040,Architectural and Engineering Managers,broad,240,0.5,0.00,1,57.51,119620,0.7,38.16,39.92,52.32,67.49,83.26,79370,83030,108820,140380,173170,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9041,Architectural and Engineering Managers,detailed,240,0.5,0.00,1,57.51,119620,0.7,38.16,39.92,52.32,67.49,83.26,79370,83030,108820,140380,173170,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-9050,Food Service Managers,broad,180,3.6,0.05,7,40.37,83960,1.1,26.76,29.83,36.56,47.52,61.00,55650,62040,76050,98840,126880,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-9050,Food Service Managers,broad,180,1.9,0.03,11,44.36,92260,0.4,28.40,32.79,45.27,53.29,62.46,59070,68210,94160,110840,129920,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9050,Food Service Managers,broad,1580,1.1,0.03,10,46.64,97010,0.4,30.30,36.13,45.00,54.71,64.43,63020,75150,93590,113810,134010,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-9051,Food Service Managers,detailed,180,3.6,0.05,7,40.37,83960,1.1,26.76,29.83,36.56,47.52,61.00,55650,62040,76050,98840,126880,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-9051,Food Service Managers,detailed,180,1.9,0.03,11,44.36,92260,0.4,28.40,32.79,45.27,53.29,62.46,59070,68210,94160,110840,129920,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9051,Food Service Managers,detailed,1580,1.1,0.03,10,46.64,97010,0.4,30.30,36.13,45.00,54.71,64.43,63020,75150,93590,113810,134010,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-9110,Medical and Health Services Managers,broad,9550,0.2,2.40,48,65.24,135690,0.6,38.00,47.24,61.12,80.32,102.47,79040,98250,127120,167060,213140,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-9110,Medical and Health Services Managers,broad,18480,0.1,2.76,82,61.55,128020,0.3,37.22,41.29,50.64,66.77,97.91,77420,85890,105340,138870,203660,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9110,Medical and Health Services Managers,broad,123030,0.0,2.45,61,67.57,140550,0.3,38.54,48.21,60.65,78.23,101.93,80160,100290,126150,162720,212020,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-9111,Medical and Health Services Managers,detailed,9550,0.2,2.40,48,65.24,135690,0.6,38.00,47.24,61.12,80.32,102.47,79040,98250,127120,167060,213140,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-9111,Medical and Health Services Managers,detailed,18480,0.1,2.76,82,61.55,128020,0.3,37.22,41.29,50.64,66.77,97.91,77420,85890,105340,138870,203660,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9111,Medical and Health Services Managers,detailed,123030,0.0,2.45,61,67.57,140550,0.3,38.54,48.21,60.65,78.23,101.93,80160,100290,126150,162720,212020,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-9120,Natural Sciences Managers,broad,790,0.1,0.20,2,46.04,95760,0.9,31.26,31.26,39.87,50.21,64.31,65020,65020,82930,104440,133760,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-9120,Natural Sciences Managers,broad,110,2.2,0.02,3,53.90,112110,0.6,25.05,33.06,51.22,63.97,79.75,52110,68770,106540,133060,165870,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9120,Natural Sciences Managers,broad,2680,0.2,0.05,5,46.89,97540,0.3,25.85,31.28,41.55,52.14,66.59,53760,65070,86420,108450,138510,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-9121,Natural Sciences Managers,detailed,790,0.1,0.20,2,46.04,95760,0.9,31.26,31.26,39.87,50.21,64.31,65020,65020,82930,104440,133760,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-9121,Natural Sciences Managers,detailed,110,2.2,0.02,3,53.90,112110,0.6,25.05,33.06,51.22,63.97,79.75,52110,68770,106540,133060,165870,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9121,Natural Sciences Managers,detailed,2680,0.2,0.05,5,46.89,97540,0.3,25.85,31.28,41.55,52.14,66.59,53760,65070,86420,108450,138510,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9140,"Property, Real Estate, and Community Association Managers",broad,220,2.3,0.00,1,46.70,97140,2.0,15.56,26.37,43.25,59.81,84.12,32360,54850,89950,124400,174970,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9141,"Property, Real Estate, and Community Association Managers",detailed,220,2.3,0.00,1,46.70,97140,2.0,15.56,26.37,43.25,59.81,84.12,32360,54850,89950,124400,174970,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-9150,Social and Community Service Managers,broad,620,0.1,0.15,14,44.37,92290,0.4,29.74,36.79,46.26,49.30,61.53,61860,76530,96220,102540,127990,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-9150,Social and Community Service Managers,broad,340,0.6,0.05,13,49.91,103820,0.6,30.27,38.18,47.24,59.80,75.76,62960,79420,98260,124390,157580,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9150,Social and Community Service Managers,broad,3010,0.7,0.06,12,49.70,103370,0.3,30.74,38.32,47.70,59.97,72.81,63930,79700,99220,124730,151440,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-9151,Social and Community Service Managers,detailed,620,0.1,0.15,14,44.37,92290,0.4,29.74,36.79,46.26,49.30,61.53,61860,76530,96220,102540,127990,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-9151,Social and Community Service Managers,detailed,340,0.6,0.05,13,49.91,103820,0.6,30.27,38.18,47.24,59.80,75.76,62960,79420,98260,124390,157580,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9151,Social and Community Service Managers,detailed,3010,0.7,0.06,12,49.70,103370,0.3,30.74,38.32,47.70,59.97,72.81,63930,79700,99220,124730,151440,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-9160,Emergency Management Directors,broad,40,5.1,0.01,2,55.94,116360,1.6,29.89,37.62,47.13,81.83,82.57,62160,78250,98030,170200,171740,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-9160,Emergency Management Directors,broad,80,7.2,0.01,5,47.65,99110,0.5,28.71,34.22,46.89,58.17,72.18,59710,71170,97540,121000,150130,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9160,Emergency Management Directors,broad,460,4.0,0.01,3,48.82,101540,0.9,30.48,36.18,44.55,58.42,72.28,63390,75250,92660,121520,150330,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-9161,Emergency Management Directors,detailed,40,5.1,0.01,2,55.94,116360,1.6,29.89,37.62,47.13,81.83,82.57,62160,78250,98030,170200,171740,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-9161,Emergency Management Directors,detailed,80,7.2,0.01,5,47.65,99110,0.5,28.71,34.22,46.89,58.17,72.18,59710,71170,97540,121000,150130,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9161,Emergency Management Directors,detailed,460,4.0,0.01,3,48.82,101540,0.9,30.48,36.18,44.55,58.42,72.28,63390,75250,92660,121520,150330,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9170,Personal Service Managers,broad,70,12.7,0.00,1,40.85,84970,0.9,25.24,30.87,39.29,49.68,57.54,52490,64210,81720,103340,119690,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9179,"Personal Service Managers, All Other",detailed,70,12.7,0.00,1,40.85,84970,0.9,25.24,30.87,39.29,49.68,57.54,52490,64210,81720,103340,119690,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-9190,Miscellaneous Managers,broad,1210,0.5,0.30,8,65.69,136640,0.6,30.35,40.47,63.68,80.62,104.38,63120,84180,132460,167700,217100,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-9190,Miscellaneous Managers,broad,1690,0.4,0.25,26,62.30,129590,0.3,32.45,44.49,58.35,77.09,99.00,67490,92540,121360,160350,205930,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9190,Miscellaneous Managers,broad,9570,0.4,0.19,23,62.47,129940,0.3,36.52,46.79,58.94,75.75,92.21,75960,97330,122600,157570,191790,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,11-9199,"Managers, All Other",detailed,1210,0.5,0.30,8,65.69,136640,0.6,30.35,40.47,63.68,80.62,104.38,63120,84180,132460,167700,217100,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,11-9199,"Managers, All Other",detailed,1690,0.4,0.25,26,62.30,129590,0.3,32.45,44.49,58.35,77.09,99.00,67490,92540,121360,160350,205930,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,11-9199,"Managers, All Other",detailed,9570,0.4,0.19,23,62.47,129940,0.3,36.52,46.79,58.94,75.75,92.21,75960,97330,122600,157570,191790,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,13-0000,Business and Financial Operations Occupations,major,13530,0.1,3.39,57,37.36,77700,0.3,22.79,28.49,36.07,46.22,53.07,47390,59270,75030,96140,110380,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,13-0000,Business and Financial Operations Occupations,major,16250,0.1,2.43,70,35.61,74080,0.2,19.38,24.33,32.17,43.67,52.54,40310,50610,66910,90830,109270,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,13-0000,Business and Financial Operations Occupations,major,112400,0.1,2.24,56,36.73,76410,0.2,21.73,27.17,35.83,45.11,52.30,45190,56510,74520,93820,108780,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,13-1000,Business Operations Specialists,minor,11440,0.1,2.87,56,37.56,78130,0.3,22.77,28.47,36.53,46.90,56.11,47360,59220,75970,97560,116720,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,13-1000,Business Operations Specialists,minor,12590,0.0,1.88,68,35.75,74370,0.3,19.92,24.67,32.33,43.98,52.11,41430,51300,67250,91480,108390,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,13-1000,Business Operations Specialists,minor,90450,0.1,1.80,54,36.96,76880,0.3,21.98,27.54,36.03,45.67,52.78,45730,57290,74950,94990,109780,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,13-1020,Buyers and Purchasing Agents,broad,630,0.4,0.16,13,30.58,63600,0.6,19.77,24.28,29.95,32.42,40.32,41130,50500,62290,67420,83860,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,13-1020,Buyers and Purchasing Agents,detailed,630,0.4,0.16,13,30.58,63600,0.6,19.77,24.28,29.95,32.42,40.32,41130,50500,62290,67420,83860,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,13-1020,Buyers and Purchasing Agents,broad,1470,0.6,0.22,43,27.21,56600,0.4,17.73,20.33,24.76,31.35,39.65,36880,42290,51500,65210,82470,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,13-1020,Buyers and Purchasing Agents,detailed,1470,0.6,0.22,43,27.21,56600,0.4,17.73,20.33,24.76,31.35,39.65,36880,42290,51500,65210,82470,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,13-1020,Buyers and Purchasing Agents,broad,8140,0.1,0.16,25,28.23,58720,0.3,18.01,22.34,26.77,31.62,39.38,37460,46470,55680,65780,81900,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,13-1020,Buyers and Purchasing Agents,detailed,8140,0.1,0.16,25,28.23,58720,0.3,18.01,22.34,26.77,31.62,39.38,37460,46470,55680,65780,81900,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,13-1030,"Claims Adjusters, Appraisers, Examiners, and Investigators",broad,70,0.9,0.01,1,25.29,52600,0.5,18.68,19.21,22.19,27.71,45.14,38850,39950,46150,57630,93890,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,13-1030,"Claims Adjusters, Appraisers, Examiners, and Investigators",broad,280,3.3,0.01,1,30.23,62870,0.6,17.70,21.82,29.49,37.60,44.46,36810,45390,61340,78210,92480,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,70,0.9,0.01,1,25.29,52600,0.5,18.68,19.21,22.19,27.71,45.14,38850,39950,46150,57630,93890,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,280,3.3,0.01,1,30.23,62870,0.6,17.70,21.82,29.49,37.60,44.46,36810,45390,61340,78210,92480,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,13-1040,Compliance Officers,broad,930,1.0,0.23,18,39.34,81840,0.4,23.13,29.05,38.20,49.11,62.14,48110,60420,79450,102140,129250,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,13-1040,Compliance Officers,broad,930,0.2,0.14,27,36.36,75630,0.4,20.50,25.85,36.07,43.26,52.78,42640,53770,75030,89990,109780,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,13-1040,Compliance Officers,broad,6950,0.1,0.14,20,38.70,80500,0.3,23.28,29.64,37.92,46.98,54.80,48430,61660,78870,97710,113980,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,13-1041,Compliance Officers,detailed,930,1.0,0.23,18,39.34,81840,0.4,23.13,29.05,38.20,49.11,62.14,48110,60420,79450,102140,129250,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,13-1041,Compliance Officers,detailed,930,0.2,0.14,27,36.36,75630,0.4,20.50,25.85,36.07,43.26,52.78,42640,53770,75030,89990,109780,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,13-1041,Compliance Officers,detailed,6950,0.1,0.14,20,38.70,80500,0.3,23.28,29.64,37.92,46.98,54.80,48430,61660,78870,97710,113980,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,13-1050,Cost Estimators,broad,40,2.1,0.00,,33.28,69220,5.7,20.50,24.02,32.40,38.10,48.67,42640,49970,67390,79250,101230,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,13-1051,Cost Estimators,detailed,40,2.1,0.00,,33.28,69220,5.7,20.50,24.02,32.40,38.10,48.67,42640,49970,67390,79250,101230,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,13-1070,Human Resources Workers,broad,1460,0.4,0.36,21,33.99,70690,0.4,22.59,25.25,31.07,38.85,49.37,46980,52530,64620,80810,102690,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,13-1070,Human Resources Workers,broad,2910,0.1,0.44,53,34.02,70760,0.3,21.34,24.55,30.92,39.77,49.96,44380,51060,64310,82720,103910,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,13-1070,Human Resources Workers,broad,18520,0.1,0.37,38,34.14,71010,0.3,22.24,25.09,31.12,39.32,48.92,46250,52180,64730,81790,101750,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,13-1071,Human Resources Specialists,detailed,1380,0.1,0.35,20,33.59,69870,0.4,22.24,24.94,30.91,38.69,49.26,46250,51870,64290,80470,102460,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,13-1071,Human Resources Specialists,detailed,2750,0.2,0.41,53,33.82,70350,0.3,20.99,24.22,30.92,39.68,49.96,43660,50380,64310,82540,103910,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",5,13-1071,Human Resources Specialists,detailed,18090,0.1,0.36,38,33.90,70510,0.3,22.16,24.96,30.94,39.11,48.77,46090,51910,64360,81350,101430,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",2,13-1075,Labor Relations Specialists,detailed,70,6.6,0.02,3,41.49,86300,0.6,29.34,35.01,40.27,44.78,58.44,61020,72810,83750,93130,121560,,
99,U.S.,1,US,622000,Hospitals,"3-digit, ownership",3,13-1075,Labor Relations Specialists,detailed,160,0.8,0.02,2,37.41,77800,0.4,29.52,29.95,35.33,40.69,52.78,61400,62290,73480,84620,109780,,
